obs,year_pub,ref,full_ref,ch_reg,lat,long,yr_start,yr_end,duration,category,code,sgnfcnt,change,air_t,sst,prec,ao,nao,enso,land,location
309,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,57.88,38.13,1959,1998,40,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(38.13 57.88)
310,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,57.88,38.13,1959,1998,40,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(38.13 57.88)
311,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,57.88,38.13,1959,1998,40,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(38.13 57.88)
312,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,55.5,60.5,1951,1998,48,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(60.5 55.5)
313,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,55.5,60.5,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(60.5 55.5)
314,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,55.5,60.5,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(60.5 55.5)
315,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,55.5,60.5,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(60.5 55.5)
316,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,55.5,60.5,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(60.5 55.5)
317,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,54.52,9.57,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(9.57 54.52)
318,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,54.52,9.57,1951,1998,48,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(9.57 54.52)
319,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,54.52,9.57,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(9.57 54.52)
320,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,54.52,9.57,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(9.57 54.52)
321,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,54.52,9.57,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(9.57 54.52)
322,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,54.52,9.57,1951,1998,48,terrestrial biological systems,5,0,2,1,2,2,2,2,2,0,POINT(9.57 54.52)
323,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,50.33,28.67,1951,1992,42,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(28.67 50.33)
324,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,50.33,28.67,1951,1992,42,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(28.67 50.33)
325,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,50.33,28.67,1951,1992,42,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(28.67 50.33)
326,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,50.33,28.67,1951,1992,42,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(28.67 50.33)
327,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,50.33,28.67,1951,1992,42,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(28.67 50.33)
328,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,50.33,28.67,1951,1992,42,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(28.67 50.33)
329,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.75,6.65,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(6.65 49.75)
330,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.75,6.65,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(6.65 49.75)
331,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.75,6.65,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(6.65 49.75)
332,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.75,6.65,1951,1998,48,terrestrial biological systems,5,0,0,1,2,2,2,2,2,0,POINT(6.65 49.75)
333,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.75,6.65,1951,1998,48,terrestrial biological systems,5,0,0,1,2,2,2,2,2,0,POINT(6.65 49.75)
334,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.75,6.65,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(6.65 49.75)
335,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.08,12.88,1951,1998,48,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(12.88 49.08)
336,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.08,12.88,1951,1998,48,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(12.88 49.08)
337,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.08,12.88,1951,1998,48,terrestrial biological systems,5,0,2,1,2,2,2,2,2,0,POINT(12.88 49.08)
338,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.08,12.88,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(12.88 49.08)
339,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.08,12.88,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(12.88 49.08)
340,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,49.08,12.88,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(12.88 49.08)
341,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,47.22,15.63,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(15.63 47.22)
342,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,47.22,15.63,1951,1998,48,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(15.63 47.22)
343,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,47.22,15.63,1951,1998,48,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(15.63 47.22)
344,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,47.22,15.63,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(15.63 47.22)
345,2002,"Ahas, R. et al.,","Ahas, R., A. Aasa, A. Menzel, V.G. Fedotova and H. Scheifinger, 2002: Changes in European Spring Phenology. Int. J. Climatol. 22: 1727-1738.",4,47.22,15.63,1951,1998,48,terrestrial biological systems,5,0,1,1,2,2,2,2,2,0,POINT(15.63 47.22)
346,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
347,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
348,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
349,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
350,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
351,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
352,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
353,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
354,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
355,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
356,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
357,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
358,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
359,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
360,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
361,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
362,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
363,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
364,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
365,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
366,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
367,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
368,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
369,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
370,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
371,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
372,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
373,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
374,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
375,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
376,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
377,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
378,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
379,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
380,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
381,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
382,2000,"Abu-Asab, Mones","Abu-Asab, Mones S.,P. M. Peterson, S. G. Shelter and S. S. Orly, 2001: Earlier plant flowering in Spring as a response to global warming.  Biodiversity and Conservation 10: 597-612.",6,38.4,-76.4,1970,1999,30,terrestrial biological systems,5,1,1,1,2,2,2,2,2,0,POINT(-76.4 38.4)
