obs,year_pub,ref,full_ref,ch_reg,lat,long,yr_start,yr_end,duration,category,code,sgnfcnt,change,air_t,sst,prec,ao,nao,enso,land,location
1110,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.4,-108.59,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-108.59 38.4)
1111,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.38,-119.45,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-119.45 38.38)
1112,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.36,-119.87,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-119.87 38.36)
1113,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.31,-111.53,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-111.53 38.31)
1114,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.3,-106.2,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-106.2 38.3)
1115,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.3,-106.2,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-106.2 38.3)
1116,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.3,-107.23,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-107.23 38.3)
1117,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.28,-112.57,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-112.57 38.28)
1118,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.18,-109.13,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-109.13 38.18)
1119,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.13,-102.45,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-102.45 38.13)
1120,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,38.02,-103.42,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-103.42 38.02)
1121,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.83,-120.01,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-120.01 37.83)
1122,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.73,-119.56,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-119.56 37.73)
1123,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.72,-119.67,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-119.67 37.72)
1124,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.65,-112.43,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-112.43 37.65)
1125,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.64,-108.06,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-108.06 37.64)
1126,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.53,-121.47,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-121.47 37.53)
1127,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.37,-118.01,1957,1994,38,terrestrial biological systems,5,1,2,1,0,0,0,0,0,0,POINT(-118.01 37.37)
1128,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.34,-118.97,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-118.97 37.34)
1129,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.28,-107.88,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-107.88 37.28)
1130,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.21,-106.3,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-106.3 37.21)
1131,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.2,-119.21,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-119.21 37.2)
1132,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.19,-120.29,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-120.29 37.19)
1133,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.17,-102.11,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-102.11 37.17)
1134,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.15,-104.2,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-104.2 37.15)
1135,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.13,-112.59,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-112.59 37.13)
1136,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.12,-108.3,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-108.3 37.12)
1137,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,37.08,-103.19,1957,1994,38,terrestrial biological systems,5,1,2,1,0,0,0,0,0,0,POINT(-103.19 37.08)
1138,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.72,-108.2,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-108.2 36.72)
1139,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.54,-105.56,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-105.56 36.54)
1140,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.54,-116.45,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-116.45 36.54)
1141,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.52,-118.8,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-118.8 36.52)
1142,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.51,-118.79,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-118.79 36.51)
1143,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.44,-108.24,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-108.24 36.44)
1144,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.36,-121.41,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-121.41 36.36)
1145,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.36,-121.41,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-121.41 36.36)
1146,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.35,-106.04,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-106.04 36.35)
1147,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.3,-105.58,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-105.58 36.3)
1148,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.27,-103.09,1968,1994,27,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-103.09 36.27)
1149,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.04,-119.01,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-119.01 36.04)
1150,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,36.03,-103.52,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-103.52 36.03)
1151,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,35.97,-105.9,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-105.9 35.97)
1152,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,35.94,-118.48,1948,1994,47,hydrology,2,1,1,1,0,0,0,0,0,0,POINT(-118.48 35.94)
1153,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,35.71,-105.68,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-105.68 35.71)
1154,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,35.66,-106.74,1948,1994,47,hydrology,2,1,2,1,0,0,0,0,0,0,POINT(-106.74 35.66)
1155,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,35.43,-118.42,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-118.42 35.43)
1156,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,35.26,-108.09,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-108.09 35.26)
1157,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,35.23,-113.39,1968,1994,27,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-113.39 35.23)
1158,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,35.07,-103.2,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-103.2 35.07)
1159,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,34.45,-106.04,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-106.04 34.45)
1160,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,34.28,-117.45,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-117.45 34.28)
1161,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,33.3,-99.55,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-99.55 33.3)
1162,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,33.25,-108.07,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-108.07 33.25)
1163,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,33.24,-105.18,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-105.18 33.24)
1164,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,33.23,-112.04,1968,1994,27,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-112.04 33.23)
1165,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,33.12,-108.13,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-108.13 33.12)
1166,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,33.12,-108.13,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-108.13 33.12)
1167,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,33.1,-99.44,1957,1994,38,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-99.44 33.1)
1168,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,33.07,-94.11,1968,1994,27,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-94.11 33.07)
1169,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.59,-116.35,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-116.35 32.59)
1170,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.57,-105.51,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-105.51 32.57)
1171,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.56,-107.34,1957,1994,38,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-107.34 32.56)
1172,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.56,-107.34,1968,1994,27,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-107.34 32.56)
1173,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.49,-109.41,1957,1994,38,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-109.41 32.49)
1174,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.49,-109.41,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-109.41 32.49)
1175,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.39,-103.23,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-103.23 32.39)
1176,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.39,-103.23,1968,1994,27,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-103.23 32.39)
1177,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.18,-101.53,1968,1994,27,terrestrial biological systems,5,1,0,1,0,0,0,0,0,0,POINT(-101.53 32.18)
1178,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.15,-109.5,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-109.5 32.15)
1179,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,32.06,-103.12,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-103.12 32.06)
1180,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,31.4,-100.43,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-100.43 31.4)
1181,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,31.35,-111.19,1968,1994,27,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-111.19 31.35)
1182,2000,"Cayan, Daniel R. ","Cayan, D. R., 2000; Changes in the Onset of Spring in the Western United States. Bulletin of the American Meteorological Society , 82, 3:399-414.",6,30.56,-100.07,1957,1994,38,terrestrial biological systems,5,1,1,1,0,0,0,0,0,0,POINT(-100.07 30.56)
1183,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.95,-149.73,1950,1994,45,cryosphere,5,0,2,1,2,2,0,0,0,1,POINT(-149.73 59.95)
1184,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.23,-143.8,1973,1993,21,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.8 69.23)
1185,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,57.18,-132.52,1948,1999,52,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-132.52 57.18)
1186,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.93,-149.53,1950,1994,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-149.53 59.93)
1187,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.18,-149.25,1950,1999,50,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-149.25 60.18)
1188,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61.03,-145.68,1950,2000,51,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-145.68 61.03)
1189,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.3,-143.42,1972,2000,29,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.42 60.3)
1190,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,63.49,-146.42,1954,2000,47,cryosphere,5,0,2,1,2,2,0,0,0,1,POINT(-146.42 63.49)
1191,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,58.58,-136.78,1948,2000,53,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-136.78 58.58)
1192,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.27,-143.8,1956,1995,40,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.8 69.27)
1193,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.83,-150.35,1950,1996,47,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-150.35 59.83)
1194,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.12,-159.28,1957,2001,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-159.28 60.12)
1195,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61.3,-146.88,1950,1999,50,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-146.88 61.3)
1196,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,61,-145.6,1950,2000,51,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-145.6 61)
1197,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,59.7,-150.42,1950,1996,47,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-150.42 59.7)
1198,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.67,-152.67,1957,2001,45,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-152.67 60.67)
1199,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,63.42,-146.83,1950,2000,51,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-146.83 63.42)
1200,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.17,-143.98,1973,1993,21,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-143.98 69.17)
1201,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,69.3,-144.32,1956,1993,38,cryosphere,5,1,1,1,2,2,0,0,0,1,POINT(-144.32 69.3)
1202,2002,"Arendt, A.A., et al. 2002","Arendt, A. A., Echelmeyer, K. A., Harrison, W. D., Lingle, C. S., and Valentine,V. B. (2002). ""Rapid wastage of Alaska glaciers and their contribution to rising sea level."" Science 297: 382386.",6,60.2,-149.5,1950,1995,46,cryosphere,5,0,2,1,2,2,0,0,0,1,POINT(-149.5 60.2)
